idxE,idxQ,img_pathE,img_pathQ,predEQ,label,embedE,embedQ
13_1405_E_,13_1405_Q_,../new_data/cut_ugly_clothes_pair/13_1405_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1405_Q_.jpg,[0.         0.03741022 0.         ... 0.00623357 0.02452242 0.        ],0,[0.         0.03741022 0.         ... 0.         0.02319788 0.1259883 ],[0.         0.02848661 0.1123266  ... 0.00623357 0.02452242 0.        ]
1_4_E_,1_4_Q_,../new_data/cut_style:japan/1_4_E_.jpg,../new_data/cut_style:japan/1_4_Q_.jpg,[0.04930775 0.01416324 0.0122252  ... 0.         0.00331107 0.01675029],1,[0.04930775 0.01416324 0.0122252  ... 0.02405137 0.01667725 0.        ],[0.05207895 0.         0.15508145 ... 0.         0.00331107 0.01675029]
2_141_E_,2_141_Q_,../new_data/cut_style:korea/2_141_E_.jpg,../new_data/cut_style:korea/2_141_Q_.jpg,[0.06499945 0.04254311 0.02613402 ... 0.         0.         0.        ],1,[0.06499945 0.04254311 0.02613402 ... 0.         0.         0.01322086],[0.         0.         0.04206266 ... 0.         0.         0.        ]
13_1840_E_,13_1840_Q_,../new_data/cut_ugly_clothes_pair/13_1840_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1840_Q_.jpg,[0.10600258 0.         0.03542703 ... 0.18730353 0.         0.00458114],0,[0.10600258 0.         0.03542703 ... 0.         0.08388288 0.3508028 ],[0.0366118  0.01050005 0.2530084  ... 0.18730353 0.         0.00458114]
1_299_E_,1_299_Q_,../new_data/cut_style:japan/1_299_E_.jpg,../new_data/cut_style:japan/1_299_Q_.jpg,[0.         0.         0.09746317 ... 0.16997156 0.01049434 0.10395847],1,[0.         0.         0.09746317 ... 0.00389298 0.         0.09531984],[0.08763775 0.         0.20461667 ... 0.16997156 0.01049434 0.10395847]
2_37_E_,2_37_Q_,../new_data/cut_style:korea/2_37_E_.jpg,../new_data/cut_style:korea/2_37_Q_.jpg,[0.00609676 0.00189333 0.09651665 ... 0.07566362 0.02618312 0.02025006],1,[0.00609676 0.00189333 0.09651665 ... 0.         0.02452403 0.07628004],[0.02802271 0.00550603 0.05595175 ... 0.07566362 0.02618312 0.02025006]
2_443_E_,2_443_Q_,../new_data/cut_style:korea/2_443_E_.jpg,../new_data/cut_style:korea/2_443_Q_.jpg,[0.         0.         0.12327643 ... 0.         0.6968756  0.02427936],1,[0.         0.         0.12327643 ... 0.05360491 0.2408965  0.1573946 ],[0.01766582 0.         0.         ... 0.         0.6968756  0.02427936]
1_281_E_,1_281_Q_,../new_data/cut_style:japan/1_281_E_.jpg,../new_data/cut_style:japan/1_281_Q_.jpg,[0.04046927 0.02173222 0.05349778 ... 0.         0.00272337 0.03680937],1,[0.04046927 0.02173222 0.05349778 ... 0.         0.01659251 0.02071534],[0.15661204 0.         0.30128288 ... 0.         0.00272337 0.03680937]
0_693_E_,0_693_Q_,../new_data/cut_style:america/0_693_E_.jpg,../new_data/cut_style:america/0_693_Q_.jpg,[0.06862347 0.         0.         ... 0.036663   0.         0.00985652],1,[0.06862347 0.         0.         ... 0.01351798 0.05924602 0.5267526 ],[0.01652035 0.         0.         ... 0.036663   0.         0.00985652]
13_469_E_,13_469_Q_,../new_data/cut_ugly_clothes_pair/13_469_E_.jpg,../new_data/cut_ugly_clothes_pair/13_469_Q_.jpg,[0.02891265 0.         0.44864663 ... 0.         0.         0.06970768],0,[0.02891265 0.         0.44864663 ... 0.         0.00773665 0.14388956],[0.13672741 0.         0.38887045 ... 0.         0.         0.06970768]
13_533_E_,13_533_Q_,../new_data/cut_ugly_clothes_pair/13_533_E_.jpg,../new_data/cut_ugly_clothes_pair/13_533_Q_.jpg,[0.00953751 0.         0.08562662 ... 0.         0.15194581 0.18505453],0,[0.00953751 0.         0.08562662 ... 0.         0.         0.22457254],[0.         0.0453482  0.06466024 ... 0.         0.15194581 0.18505453]
13_1118_E_,13_1118_Q_,../new_data/cut_ugly_clothes_pair/13_1118_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1118_Q_.jpg,[0.         0.         0.12378283 ... 0.         0.00364957 0.        ],0,[0.         0.         0.12378283 ... 0.         0.00318368 0.0510973 ],"[4.5554891e-02 3.3450747e-04 7.4245787e-01 ... 0.0000000e+00 3.6495677e-03
 0.0000000e+00]"
2_873_E_,2_873_Q_,../new_data/cut_style:korea/2_873_E_.jpg,../new_data/cut_style:korea/2_873_Q_.jpg,[0.02166195 0.         0.09301355 ... 0.         0.         0.01008986],1,[0.02166195 0.         0.09301355 ... 0.         0.00424827 0.8547333 ],[0.02162758 0.         0.04347786 ... 0.         0.         0.01008986]
0_254_E_,0_254_Q_,../new_data/cut_style:america/0_254_E_.jpg,../new_data/cut_style:america/0_254_Q_.jpg,[0.         0.         0.         ... 0.         0.00945422 0.04016161],1,[0.         0.         0.         ... 0.0028266  0.         0.00374376],[0.         0.         0.         ... 0.         0.00945422 0.04016161]
1_43_E_,1_43_Q_,../new_data/cut_style:japan/1_43_E_.jpg,../new_data/cut_style:japan/1_43_Q_.jpg,[0.         0.         0.16306005 ... 0.         0.09427985 0.00311169],1,[0.         0.         0.16306005 ... 0.         0.         0.        ],[0.24284488 0.00276303 0.1177445  ... 0.         0.09427985 0.00311169]
13_834_E_,13_834_Q_,../new_data/cut_ugly_clothes_pair/13_834_E_.jpg,../new_data/cut_ugly_clothes_pair/13_834_Q_.jpg,[0.         0.01183989 0.0054584  ... 0.07209505 0.         0.        ],0,[0.         0.01183989 0.0054584  ... 0.         0.         0.01663491],[0.         0.00067297 0.0242246  ... 0.07209505 0.         0.        ]
1_884_E_,1_884_Q_,../new_data/cut_style:japan/1_884_E_.jpg,../new_data/cut_style:japan/1_884_Q_.jpg,[0.         0.         0.11284085 ... 0.         0.         0.05818302],1,[0.         0.         0.11284085 ... 0.01201333 0.         0.2231691 ],[0.892364   0.01777427 0.42588452 ... 0.         0.         0.05818302]
13_1108_E_,13_1108_Q_,../new_data/cut_ugly_clothes_pair/13_1108_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1108_Q_.jpg,[0.         0.05568269 0.         ... 0.         0.11224062 0.09041329],0,[0.         0.05568269 0.         ... 0.         0.         0.04166315],[0.46415305 0.17150174 0.         ... 0.         0.11224062 0.09041329]
0_47_E_,0_47_Q_,../new_data/cut_style:america/0_47_E_.jpg,../new_data/cut_style:america/0_47_Q_.jpg,[0.         0.         0.11516053 ... 0.         0.00597459 0.0563032 ],1,[0.         0.         0.11516053 ... 0.         0.04110334 0.0770901 ],[0.05247065 0.         0.01356559 ... 0.         0.00597459 0.0563032 ]
2_843_E_,2_843_Q_,../new_data/cut_style:korea/2_843_E_.jpg,../new_data/cut_style:korea/2_843_Q_.jpg,[0.00509904 0.         1.0307844  ... 0.00602559 0.12456478 0.02621478],1,[0.00509904 0.         1.0307844  ... 0.01146034 0.         0.07173299],[0.5688708  0.         0.0295297  ... 0.00602559 0.12456478 0.02621478]
13_2415_E_,13_2415_Q_,../new_data/cut_ugly_clothes_pair/13_2415_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2415_Q_.jpg,[0.         0.01662882 0.09175406 ... 0.         0.01984499 0.        ],0,[0.         0.01662882 0.09175406 ... 0.03269186 0.05888063 0.11129186],[0.02909776 0.         0.04618393 ... 0.         0.01984499 0.        ]
2_695_E_,2_695_Q_,../new_data/cut_style:korea/2_695_E_.jpg,../new_data/cut_style:korea/2_695_Q_.jpg,[0.         0.         0.02965064 ... 0.0190145  0.01651829 0.03404055],1,[0.         0.         0.02965064 ... 0.         0.         0.29154593],[0.55497456 0.0034961  0.9187293  ... 0.0190145  0.01651829 0.03404055]
2_364_E_,2_364_Q_,../new_data/cut_style:korea/2_364_E_.jpg,../new_data/cut_style:korea/2_364_Q_.jpg,[0.         0.2856118  0.         ... 0.         0.00441049 0.00393431],1,[0.         0.2856118  0.         ... 0.         0.06679481 0.28198388],[0.36736792 0.         0.         ... 0.         0.00441049 0.00393431]
2_319_E_,2_319_Q_,../new_data/cut_style:korea/2_319_E_.jpg,../new_data/cut_style:korea/2_319_Q_.jpg,[0.         0.         0.08632323 ... 0.         0.04896462 0.00076493],1,[0.         0.         0.08632323 ... 0.01002061 0.06281243 0.11419816],[0.30130723 0.00272549 0.15635227 ... 0.         0.04896462 0.00076493]
0_898_E_,0_898_Q_,../new_data/cut_style:america/0_898_E_.jpg,../new_data/cut_style:america/0_898_Q_.jpg,[0.         0.10942161 0.02119369 ... 0.         0.         0.4106638 ],1,[0.         0.10942161 0.02119369 ... 0.04848951 0.10208171 0.4354167 ],[0.00284041 0.09203247 0.05903049 ... 0.         0.         0.4106638 ]
2_8_E_,2_8_Q_,../new_data/cut_style:korea/2_8_E_.jpg,../new_data/cut_style:korea/2_8_Q_.jpg,[0.         0.0160931  0.06888012 ... 0.29705134 0.0064887  0.00221813],1,[0.         0.0160931  0.06888012 ... 0.1182413  0.         0.08147059],[0.03284789 0.         0.17415713 ... 0.29705134 0.0064887  0.00221813]
1_415_E_,1_415_Q_,../new_data/cut_style:japan/1_415_E_.jpg,../new_data/cut_style:japan/1_415_Q_.jpg,[0.         0.00116089 0.01866995 ... 0.         0.02150779 0.00691609],1,[0.         0.00116089 0.01866995 ... 0.         0.02748213 0.04462068],[0.01288243 0.00524378 0.14238302 ... 0.         0.02150779 0.00691609]
1_660_E_,1_660_Q_,../new_data/cut_style:japan/1_660_E_.jpg,../new_data/cut_style:japan/1_660_Q_.jpg,[0.00065721 0.16735962 0.18965435 ... 0.         0.16122657 0.00530527],1,[0.00065721 0.16735962 0.18965435 ... 0.         0.         0.23078912],[0.04884073 0.         0.18100564 ... 0.         0.16122657 0.00530527]
2_434_E_,2_434_Q_,../new_data/cut_style:korea/2_434_E_.jpg,../new_data/cut_style:korea/2_434_Q_.jpg,[0.06663202 0.05403133 0.04270096 ... 0.22741304 0.21502727 0.17561176],1,[0.06663202 0.05403133 0.04270096 ... 0.21283984 0.08448275 0.4846673 ],[0.03285246 0.00645658 0.0558151  ... 0.22741304 0.21502727 0.17561176]
1_473_E_,1_473_Q_,../new_data/cut_style:japan/1_473_E_.jpg,../new_data/cut_style:japan/1_473_Q_.jpg,[0.         0.00720093 0.00208607 ... 0.0147163  0.         0.08672445],1,[0.         0.00720093 0.00208607 ... 0.         0.         0.02644827],[0.07829859 0.         0.17475216 ... 0.0147163  0.         0.08672445]
0_56_E_,0_56_Q_,../new_data/cut_style:america/0_56_E_.jpg,../new_data/cut_style:america/0_56_Q_.jpg,[0.0020808  0.         0.02963772 ... 0.03109471 0.01380241 0.08613471],1,[0.0020808  0.         0.02963772 ... 0.00830388 0.         0.08217695],[0.31276459 0.         0.01786144 ... 0.03109471 0.01380241 0.08613471]
13_682_E_,13_682_Q_,../new_data/cut_ugly_clothes_pair/13_682_E_.jpg,../new_data/cut_ugly_clothes_pair/13_682_Q_.jpg,[0.12417612 0.01284466 0.06644876 ... 0.0071324  0.11815843 0.01666689],0,[0.12417612 0.01284466 0.06644876 ... 0.         0.02473661 0.21378435],[0.641457   0.01156491 0.69758433 ... 0.0071324  0.11815843 0.01666689]
13_1233_E_,13_1233_Q_,../new_data/cut_ugly_clothes_pair/13_1233_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1233_Q_.jpg,[0.01624708 0.05140541 0.58596826 ... 0.         0.04977079 0.08868837],0,[0.01624708 0.05140541 0.58596826 ... 0.0041926  0.0134285  0.04827844],[0.0594337  0.         0.20977151 ... 0.         0.04977079 0.08868837]
1_982_E_,1_982_Q_,../new_data/cut_style:japan/1_982_E_.jpg,../new_data/cut_style:japan/1_982_Q_.jpg,[0.00023684 0.0005949  0.22399627 ... 0.         0.         0.02181248],1,[0.00023684 0.0005949  0.22399627 ... 0.11469981 0.02883685 0.21633875],[0.         0.         0.00422795 ... 0.         0.         0.02181248]
0_67_E_,0_67_Q_,../new_data/cut_style:america/0_67_E_.jpg,../new_data/cut_style:america/0_67_Q_.jpg,[0.         0.01126171 0.         ... 0.02049009 0.02837771 0.11458601],1,[0.         0.01126171 0.         ... 0.01798833 0.         0.0443703 ],[0.         0.         0.07602269 ... 0.02049009 0.02837771 0.11458601]
2_671_E_,2_671_Q_,../new_data/cut_style:korea/2_671_E_.jpg,../new_data/cut_style:korea/2_671_Q_.jpg,[0.         0.00141951 0.         ... 0.00759687 0.         0.        ],1,[0.         0.00141951 0.         ... 0.         0.         0.        ],[0.06189936 0.         0.22847581 ... 0.00759687 0.         0.        ]
2_906_E_,2_906_Q_,../new_data/cut_style:korea/2_906_E_.jpg,../new_data/cut_style:korea/2_906_Q_.jpg,[0.13002117 0.01835408 0.00278275 ... 0.         0.         0.01462715],1,[0.13002117 0.01835408 0.00278275 ... 0.1573019  0.01493753 0.0166309 ],[0.         0.         0.24162772 ... 0.         0.         0.01462715]
13_898_E_,13_898_Q_,../new_data/cut_ugly_clothes_pair/13_898_E_.jpg,../new_data/cut_ugly_clothes_pair/13_898_Q_.jpg,[0.         0.03269956 0.17050499 ... 0.01743003 0.         0.00153121],0,[0.         0.03269956 0.17050499 ... 0.         0.         0.21991102],[0.         0.         0.29345885 ... 0.01743003 0.         0.00153121]
13_1727_E_,13_1727_Q_,../new_data/cut_ugly_clothes_pair/13_1727_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1727_Q_.jpg,[0.         0.         0.49094114 ... 0.         0.01046409 0.02700207],0,[0.         0.         0.49094114 ... 0.         0.00360693 0.08176485],[0.00419647 0.04625784 0.         ... 0.         0.01046409 0.02700207]
13_1721_E_,13_1721_Q_,../new_data/cut_ugly_clothes_pair/13_1721_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1721_Q_.jpg,[0.00395571 0.         0.04563815 ... 0.00032963 0.01226038 0.00180038],0,[0.00395571 0.         0.04563815 ... 0.         0.01537063 0.05427381],"[1.28945950e-02 0.00000000e+00 8.28549922e-01 ... 3.29633825e-04
 1.22603765e-02 1.80038076e-03]"
13_2409_E_,13_2409_Q_,../new_data/cut_ugly_clothes_pair/13_2409_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2409_Q_.jpg,"[1.1159447e-02 0.0000000e+00 1.6280058e-01 ... 0.0000000e+00 3.6695928e-03
 8.8480054e-05]",0,[0.01115945 0.         0.16280058 ... 0.0005927  0.00023991 0.0637304 ],"[3.4344685e-01 0.0000000e+00 8.0630019e-02 ... 0.0000000e+00 3.6695928e-03
 8.8480054e-05]"
2_503_E_,2_503_Q_,../new_data/cut_style:korea/2_503_E_.jpg,../new_data/cut_style:korea/2_503_Q_.jpg,[0.         0.00805638 0.01202359 ... 0.         0.00876843 0.02980927],1,[0.         0.00805638 0.01202359 ... 0.         0.         0.7121053 ],[0.03507084 0.01236396 0.         ... 0.         0.00876843 0.02980927]
0_927_E_,0_927_Q_,../new_data/cut_style:america/0_927_E_.jpg,../new_data/cut_style:america/0_927_Q_.jpg,[0.31500992 0.         0.00313535 ... 0.         0.00292011 0.01008582],1,[0.31500992 0.         0.00313535 ... 0.         0.15528025 0.04853569],[0.00513312 0.         0.04318662 ... 0.         0.00292011 0.01008582]
1_603_E_,1_603_Q_,../new_data/cut_style:japan/1_603_E_.jpg,../new_data/cut_style:japan/1_603_Q_.jpg,[0.01830505 0.02522624 0.25622433 ... 0.00547252 0.01056516 0.12441316],1,[0.01830505 0.02522624 0.25622433 ... 0.3079026  0.         0.        ],[0.17143121 0.         1.1912438  ... 0.00547252 0.01056516 0.12441316]
0_49_E_,0_49_Q_,../new_data/cut_style:america/0_49_E_.jpg,../new_data/cut_style:america/0_49_Q_.jpg,[0.08199791 0.         0.07616261 ... 0.25329915 0.0026589  0.02033713],1,[0.08199791 0.         0.07616261 ... 0.01640323 0.08068776 0.52074593],[0.07762108 0.         0.04609844 ... 0.25329915 0.0026589  0.02033713]
0_676_E_,0_676_Q_,../new_data/cut_style:america/0_676_E_.jpg,../new_data/cut_style:america/0_676_Q_.jpg,[0.13446347 0.01170799 0.11680461 ... 0.         0.01123593 0.02890158],1,[0.13446347 0.01170799 0.11680461 ... 0.         0.         0.23532383],[0.         0.         0.23395118 ... 0.         0.01123593 0.02890158]
0_1010_E_,0_1010_Q_,../new_data/cut_style:america/0_1010_E_.jpg,../new_data/cut_style:america/0_1010_Q_.jpg,[0.         0.00813141 0.         ... 0.         0.00710521 0.07164682],1,[0.         0.00813141 0.         ... 0.         0.01684906 0.3389928 ],[0.26721892 0.0072521  0.2733694  ... 0.         0.00710521 0.07164682]
13_836_E_,13_836_Q_,../new_data/cut_ugly_clothes_pair/13_836_E_.jpg,../new_data/cut_ugly_clothes_pair/13_836_Q_.jpg,[0.         0.00594767 0.         ... 0.00487953 0.05721901 0.00199098],0,[0.         0.00594767 0.         ... 0.         0.         0.00580642],[0.07072277 0.         0.04831134 ... 0.00487953 0.05721901 0.00199098]
0_751_E_,0_751_Q_,../new_data/cut_style:america/0_751_E_.jpg,../new_data/cut_style:america/0_751_Q_.jpg,[0.         0.         0.0257823  ... 0.         0.00527421 0.01486122],1,[0.         0.         0.0257823  ... 0.         0.21855249 0.        ],[0.14484525 0.         0.3726395  ... 0.         0.00527421 0.01486122]
1_801_E_,1_801_Q_,../new_data/cut_style:japan/1_801_E_.jpg,../new_data/cut_style:japan/1_801_Q_.jpg,[0.         0.00064681 0.08017452 ... 0.         0.         0.00869469],1,[0.         0.00064681 0.08017452 ... 0.0367912  0.         0.00799809],[0.12026616 0.0006119  0.0612022  ... 0.         0.         0.00869469]
1_868_E_,1_868_Q_,../new_data/cut_style:japan/1_868_E_.jpg,../new_data/cut_style:japan/1_868_Q_.jpg,[0.00101408 0.00985372 0.00647063 ... 0.         0.         0.00457296],1,[0.00101408 0.00985372 0.00647063 ... 0.20702958 0.         0.02720905],[0.01433464 0.03682309 0.17962548 ... 0.         0.         0.00457296]
13_1593_E_,13_1593_Q_,../new_data/cut_ugly_clothes_pair/13_1593_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1593_Q_.jpg,[0.04079423 0.         0.08010025 ... 0.02669646 0.00644729 0.        ],0,[0.04079423 0.         0.08010025 ... 0.0010281  0.         0.0207455 ],[0.06294446 0.         0.2804701  ... 0.02669646 0.00644729 0.        ]
13_1228_E_,13_1228_Q_,../new_data/cut_ugly_clothes_pair/13_1228_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1228_Q_.jpg,[0.         0.01872517 0.         ... 0.         0.23483934 0.00150968],0,[0.         0.01872517 0.         ... 0.         0.0095771  0.01134526],[0.04165741 0.01291073 0.11267871 ... 0.         0.23483934 0.00150968]
1_988_E_,1_988_Q_,../new_data/cut_style:japan/1_988_E_.jpg,../new_data/cut_style:japan/1_988_Q_.jpg,[0.         0.         0.10746413 ... 0.         0.         0.00608049],1,[0.         0.         0.10746413 ... 0.         0.         0.00159858],[0.         0.         0.13883686 ... 0.         0.         0.00608049]
1_874_E_,1_874_Q_,../new_data/cut_style:japan/1_874_E_.jpg,../new_data/cut_style:japan/1_874_Q_.jpg,[0.06088596 0.00622446 0.10022748 ... 0.01846552 0.06881335 0.13187218],1,[0.06088596 0.00622446 0.10022748 ... 0.         0.         0.0451913 ],[0.06190672 0.06232905 0.49983096 ... 0.01846552 0.06881335 0.13187218]
0_358_E_,0_358_Q_,../new_data/cut_style:america/0_358_E_.jpg,../new_data/cut_style:america/0_358_Q_.jpg,[0.         0.         0.02323484 ... 0.         0.00252518 0.04864322],1,[0.         0.         0.02323484 ... 0.         0.33353168 0.67420954],[0.         0.         0.15099232 ... 0.         0.00252518 0.04864322]
2_801_E_,2_801_Q_,../new_data/cut_style:korea/2_801_E_.jpg,../new_data/cut_style:korea/2_801_Q_.jpg,[0.01509217 0.00059616 0.00505259 ... 0.         0.         0.00515298],1,[0.01509217 0.00059616 0.00505259 ... 0.02134475 0.         0.00720475],[0.14630762 0.         0.         ... 0.         0.         0.00515298]
0_836_E_,0_836_Q_,../new_data/cut_style:america/0_836_E_.jpg,../new_data/cut_style:america/0_836_Q_.jpg,[0.0058882  0.         0.07077571 ... 0.         0.00341579 0.03433377],1,[0.0058882  0.         0.07077571 ... 0.         0.02611666 0.33454052],[0.         0.00765423 0.02763345 ... 0.         0.00341579 0.03433377]
0_793_E_,0_793_Q_,../new_data/cut_style:america/0_793_E_.jpg,../new_data/cut_style:america/0_793_Q_.jpg,[0.         0.         0.         ... 0.         0.04413301 0.02235475],1,[0.         0.         0.         ... 0.         0.0420114  0.03533198],[0.01516459 0.         0.07335195 ... 0.         0.04413301 0.02235475]
